participant_id|session_id|session_uuid|study_id|wave|pack_id|launcher_file|pack_resource_checksum|start_date|start_time|start_timestamp|end_date|end_time|end_timestamp|exit_status|exit_status_detail|exit_screen|build_date|application_version|android_version|os|os_version|device_id|device_manufacturer|device_model|launch_type|beep_file|beep_time_target|beep_time_actual|pack_screen_trail|demo_cogselect|demo_dotmemory_run_uuid|demo_dotmemory_type|distract_now|demo_symbolsearch_run_uuid|demo_symbolsearch_type
9999|2|4d9e76d8-1d90-4e6e-a54a-2d83d8042d03|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A0A02B600B732A86FF065A40513678F5","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/14|11:15:24|2020-09-14T15:15:24Z|2020/09/14|11:16:26|2020-09-14T15:16:26Z|GO_PACK|start_menu|demo_intro|30/7/20 5:54 pm|1.3|10|android|10|78c363f2d0e58109|samsung|SM-G9700|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:11:15:24:660>demo_dotmemory_instruction_pack.screen0:11:15:26:488>demo_dotmemory_instruction_pack.screen1:11:15:28:072>demo_dotmemory_instruction_pack.screen2:11:15:29:098>demo_dotmemory_instruction_pack.screen3:11:15:30:120>demo_dotmemory_instruction_pack.screen4:11:15:31:067>demo_dotmemory_cogtask_screen:11:15:31:981>distract:11:16:02:891>demo_intro:11:16:06:928>demo_symbolsearch_instruction_pack.screen0:11:16:08:663>demo_symbolsearch_instruction_pack.screen1:11:16:10:088>demo_symbolsearch_instruction_pack.screen2:11:16:11:243>demo_symbolsearch_instruction_pack.screen3:11:16:12:256>demo_symbolsearch_instruction_pack.screen4:11:16:13:272>demo_symbolsearch_cogtask_screen:11:16:14:123>distract:11:16:23:555>demo_intro:11:16:24:926|symbolsearch|d1f137c1-ae9a-4c3e-9042-7786d0a8baaf|script_dotmemory|No|245ce857-58a6-4f30-a5be-e608176fadd2|script_symbolsearch
9999|9|ac5b7611-7ec0-42fd-ac35-dbd97264f96a|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A0A02B600B732A86FF065A40513678F5","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/14|11:24:14|2020-09-14T15:24:14Z|2020/09/14|11:25:10|2020-09-14T15:25:10Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|10|android|10|ff804540f3fee82c|samsung|SM-N976V|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:11:24:14:105>demo_dotmemory_instruction_pack.screen0:11:24:16:509>demo_dotmemory_instruction_pack.screen1:11:24:18:547>demo_dotmemory_instruction_pack.screen0:11:24:20:574>demo_dotmemory_instruction_pack.screen1:11:24:23:460>demo_dotmemory_instruction_pack.screen2:11:24:24:574>demo_dotmemory_instruction_pack.screen3:11:24:25:562>demo_dotmemory_instruction_pack.screen4:11:24:26:374>demo_dotmemory_cogtask_screen:11:24:27:545>distract:11:25:00:058>demo_intro:11:25:04:096>demo_dotmemory_instruction_pack.screen0:11:25:08:351>demo_intro:11:25:10:244|dotmemory|0b784f2c-d5e5-4f5a-a43e-681bcdef9a83|script_dotmemory|No|.|.
9999|11|a0c3556e-ae74-4b29-8552-444b93115938|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A0A02B600B732A86FF065A40513678F5","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/14|11:30:43|2020-09-14T15:30:43Z|2020/09/14|11:31:13|2020-09-14T15:31:13Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|10|android|10|ff804540f3fee82c|samsung|SM-N976V|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:11:30:43:998|NONE_CHECKED|.|.|.|.|.
9999|13|92b095bf-2493-454e-9d12-91cc2b48d5c3|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|11:28:39|2020-09-16T15:28:39Z|2020/09/16|11:29:11|2020-09-16T15:29:11Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|10|android|10|ff804540f3fee82c|samsung|SM-N976V|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:11:28:39:306|NONE_CHECKED|.|.|.|.|.
9999|2|d298b288-2771-49ef-b571-006dd94ee929|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|13:38:46|2020-09-16T17:38:46Z|2020/09/16|13:39:31|2020-09-16T17:39:31Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|900e10ff69e2b74f|motorola|moto g(8) play|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:13:38:46:235>demo_dotmemory_instruction_pack.screen0:13:38:48:923>demo_dotmemory_instruction_pack.screen1:13:38:49:646>demo_dotmemory_instruction_pack.screen2:13:38:50:333>demo_dotmemory_instruction_pack.screen3:13:38:51:119>demo_dotmemory_instruction_pack.screen4:13:38:51:833>demo_dotmemory_cogtask_screen:13:38:52:507>distract:13:39:25:140>demo_intro:13:39:28:136|symbolsearch|ccabd279-23e9-4fc1-82d7-6fa5b393a9c4|script_dotmemory|No|.|.
9999|3|02b5530b-ecbc-4219-87ca-221de603d36d|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|13:39:33|2020-09-16T17:39:33Z|2020/09/16|13:40:14|2020-09-16T17:40:14Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|900e10ff69e2b74f|motorola|moto g(8) play|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:13:39:33:325>demo_symbolsearch_instruction_pack.screen0:13:39:34:730>demo_symbolsearch_instruction_pack.screen1:13:39:35:477>demo_symbolsearch_instruction_pack.screen2:13:39:36:364>demo_symbolsearch_instruction_pack.screen3:13:39:37:253>demo_symbolsearch_instruction_pack.screen4:13:39:38:273>demo_symbolsearch_cogtask_screen:13:39:45:111>distract:13:40:07:803>demo_intro:13:40:10:062>demo_symbolsearch_instruction_pack.screen0:13:40:10:794>demo_symbolsearch_instruction_pack.screen1:13:40:11:805>demo_symbolsearch_instruction_pack.screen2:13:40:12:772>demo_symbolsearch_instruction_pack.minimized:13:40:14:198|symbolsearch|.|.|No|1cb97063-62d6-44f8-bec6-29e4c0d9792e|script_symbolsearch
9999|5|dc98db38-c898-4eca-98f9-bbbffb225b89|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|13:42:01|2020-09-16T17:42:01Z|2020/09/16|14:02:08|2020-09-16T18:02:08Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|900e10ff69e2b74f|motorola|moto g(8) play|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:13:42:01:143>demo_symbolsearch_instruction_pack.screen0:13:42:02:796>demo_symbolsearch_instruction_pack.screen1:13:42:03:889>demo_symbolsearch_instruction_pack.minimized:14:02:08:990|symbolsearch|.|.|.|.|.
9999|2|40358a75-b4ae-4fc3-85df-302de350a8c4|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:26:52|2020-09-16T19:26:52Z|2020/09/16|15:27:20|2020-09-16T19:27:20Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|9|android|9|8bea2a76f2c4a7d4|Xiaomi|Mi A1|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:26:52:483>minimized:15:27:20:541|NONE_CHECKED|.|.|.|.|.
9999|9|bbe24dfa-2d86-4692-854b-6d3aa622d3a0|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:31:29|2020-09-16T19:31:29Z|2020/09/16|15:31:32|2020-09-16T19:31:32Z|GO_PACK|start_menu|demo_intro|7/30/20 5:54 PM|1.3|10|android|10|ff804540f3fee82c|samsung|SM-N976V|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:31:29:046|NONE_CHECKED|.|.|.|.|.
9999|4|d7fbbdf5-fcb1-4015-9499-fccedbc70ee1|usc_demo|0|demo_games|usc_demo_launcher.xml|{"/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/usc_demo_launcher.xml":"A41C3783541C6101D892FD7BCE3A6B4C","/data/user/0/edu.psu.m2c2_run_1_3/files/dolphin/beepschedules/schedule_test_beep.xml":"A883DACF4B0FA61182BB43D83D6A08E7"}|2020/09/16|15:30:45|2020-09-16T19:30:45Z|2020/09/16|15:33:50|2020-09-16T19:33:50Z|MINIMIZE/FORCE_CLOSE|NA|demo_intro|7/30/20 5:54 PM|1.3|7.1.1|android|7.1.1|3092120c7adf127d|ZTE|ZTE A2017U|NORMAL_LAUNCH|beepschedules/schedule_test_beep.xml|NOT SET|NOT SET|demo_intro:15:30:45:159>minimized:15:33:50:654|NONE_CHECKED|.|.|.|.|.
